Timestamp,FromAccount,ToAccount,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,suspected_money_laundering_involvement
10-09-2022 0.11,8011440B0,80DE25690,352.37,Euro,352.37,Euro,
10-09-2022 0.05,80113FF20,802A52660,251.07,Euro,251.07,Euro,
10-09-2022 0.17,801148250,80E935030,1.68,Euro,1.68,Euro,
10-09-2022 0.27,80114DAB0,811B2E350,60.11,Euro,60.11,Euro,
10-09-2022 0.19,8007F8F30,80115E160,17831.9,Euro,17831.9,Euro,
10-09-2022 0.19,8007F8F30,80115E160,5260.76,Euro,5260.76,Euro,
10-09-2022 0.20,8011CB430,804382500,54.16,Euro,54.16,Euro,
10-09-2022 0.12,8011CC2C0,8010822D0,168.32,Euro,168.32,Euro,
10-09-2022 0.24,8011CC630,802D00850,115.04,Euro,115.04,Euro,
10-09-2022 0.10,8011CDBB0,80E68F510,200.34,Euro,200.34,Euro,
10-09-2022 0.08,801201720,8002C3600,3.41,Euro,3.41,Euro,
10-09-2022 0.29,801204880,8002C3600,252.93,Euro,252.93,Euro,
10-09-2022 0.13,801024550,8012118F0,40676.03,Euro,40676.03,Euro,
10-09-2022 0.05,801024550,8012118F0,4337.49,Euro,4337.49,Euro,
10-09-2022 0.25,801024550,8012118F0,15329.64,Euro,15329.64,Euro,
10-09-2022 0.12,801024550,8012118F0,13282.3,Euro,13282.3,Euro,
10-09-2022 0.22,80120EE50,80120EE50,33.64,Australian Dollar,20.32,Euro,
10-09-2022 0.22,80120EE50,80A2CBA30,33.64,Australian Dollar,33.64,Australian Dollar,
10-09-2022 0.08,801212BB0,8102D2400,16.41,Euro,16.41,Euro,
10-09-2022 0.08,801269D80,808B94B70,20.49,Euro,20.49,Euro,
10-09-2022 0.15,801295850,8020C3780,22.42,Euro,22.42,Euro,
10-09-2022 0.13,801299880,80096D1E0,8.03,Euro,8.03,Euro,
10-09-2022 0.14,8012A69A0,80E2EDC30,0.31,Euro,0.31,Euro,
10-09-2022 0.15,8013274E0,8078787B0,41.78,Euro,41.78,Euro,
10-09-2022 0.05,80132F5E0,802906C70,58.5,Euro,58.5,Euro,
10-09-2022 0.15,801339760,80BAC5D00,23.33,Euro,23.33,Euro,
10-09-2022 0.12,801346160,8014A8D90,331.77,Euro,331.77,Euro,
10-09-2022 0.25,8008648B0,8013490B0,463.91,Euro,463.91,Euro,
10-09-2022 0.03,8008648B0,8013490B0,496.09,Euro,496.09,Euro,
10-09-2022 0.17,8008648B0,8013490B0,827.91,Euro,827.91,Euro,
10-09-2022 0.07,801349880,8080C8C60,88.68,Euro,88.68,Euro,
10-09-2022 0.27,80134D4D0,80BCB0F60,49.45,Euro,49.45,Euro,
10-09-2022 0.02,80134FC80,80D6265E0,0.87,Euro,0.87,Euro,
10-09-2022 0.20,801352400,80420BF10,42.63,Euro,42.63,Euro,
10-09-2022 0.24,80134EC30,805079D60,50.66,Euro,50.66,Euro,
10-09-2022 0.07,80135EE10,8011492E0,140.08,Euro,140.08,Euro,
10-09-2022 0.14,8013A6A30,813F24A80,17.17,Euro,17.17,Euro,
10-09-2022 0.20,8013AFAC0,812911350,15.15,Euro,15.15,Euro,
10-09-2022 0.00,8013B9370,812911350,145.04,Euro,145.04,Euro,
10-09-2022 0.07,8013B9800,808A513A0,23.15,Euro,23.15,Euro,
10-09-2022 0.23,8013BD8B0,80D096AD0,15.22,Euro,15.22,Euro,
10-09-2022 0.02,8013BE270,813190E10,26.79,Euro,26.79,Euro,
10-09-2022 0.02,8013D58A0,802DC6050,5.23,Euro,5.23,Euro,
10-09-2022 0.27,8013FC8C0,812BFC6D0,78.73,Euro,78.73,Euro,
10-09-2022 0.29,80140CB80,8133063A0,121.4,Euro,121.4,Euro,
10-09-2022 0.06,801422170,806510100,181.32,Euro,181.32,Euro,
10-09-2022 0.27,801424630,804760A60,1.62,Euro,1.62,Euro,
10-09-2022 0.29,80142AA00,8124314D0,2.63,Euro,2.63,Euro,
10-09-2022 0.19,8014772B0,8023C63B0,165.77,Euro,165.77,Euro,
10-09-2022 0.03,8014784E0,8029511D0,86.26,Euro,86.26,Euro,
10-09-2022 0.09,801473240,801C62DB0,163.3,Euro,163.3,Euro,
10-09-2022 0.13,801474350,80CDF99A0,189.78,Euro,189.78,Euro,
10-09-2022 0.20,801474E30,8069A8570,35.24,Euro,35.24,Euro,
10-09-2022 0.17,801475830,807F301A0,5.73,Euro,5.73,Euro,
10-09-2022 0.17,8014A2520,80A791490,33.65,Euro,33.65,Euro,
10-09-2022 0.20,8014A1CB0,81109FAD0,51.15,Euro,51.15,Euro,
10-09-2022 0.07,8014B4370,810E1CDB0,20.84,Euro,20.84,Euro,
10-09-2022 0.02,8014AFEE0,813216A70,30.38,Euro,30.38,Euro,
10-09-2022 0.27,8014B0E70,8113D5740,7.12,Euro,7.12,Euro,
10-09-2022 0.24,8014ACDF0,8103067E0,3.88,Euro,3.88,Euro,
10-09-2022 0.23,8014A6880,813E7C0B0,23.83,Euro,23.83,Euro,
10-09-2022 0.27,8014BDB00,8055523D0,19.89,Euro,19.89,Euro,
10-09-2022 0.15,8014BDCE0,80DD50E30,25.89,Euro,25.89,Euro,
10-09-2022 0.21,8009DCBA0,8014C6340,555.44,Euro,555.44,Euro,
10-09-2022 0.24,8009DCBA0,8014C6340,1094.06,Euro,1094.06,Euro,
10-09-2022 0.26,8009DCBA0,8014C6340,104.39,Euro,104.39,Euro,
10-09-2022 0.02,8009DCBA0,8014C6340,105.08,Euro,105.08,Euro,
10-09-2022 0.11,8014D3180,8088E01B0,6.64,Euro,6.64,Euro,
10-09-2022 0.20,8014D63F0,80A901120,18.11,Euro,18.11,Euro,
10-09-2022 0.04,8014D8BE0,800962D80,104.72,Euro,104.72,Euro,
10-09-2022 0.27,8014DFC00,80820D640,5.6,Euro,5.6,Euro,
10-09-2022 0.11,8014EA710,81265C9E0,15.02,Euro,15.02,Euro,
10-09-2022 0.07,800B57440,801509940,210687.59,Euro,210687.59,Euro,
10-09-2022 0.05,80150E160,8050F9CA0,48.25,Euro,48.25,Euro,
10-09-2022 0.01,80150F210,812E9EAB0,32.8,Euro,32.8,Euro,
10-09-2022 0.08,80150F260,801C073B0,0.54,Euro,0.54,Euro,
10-09-2022 0.15,801520A50,80B525C50,3.82,Euro,3.82,Euro,
10-09-2022 0.01,80151C130,80B96B920,44.41,Euro,44.41,Euro,
10-09-2022 0.11,801522B70,80C847070,665.2,Euro,665.2,Euro,
10-09-2022 0.07,80149DC40,80AFDB230,16.88,Euro,16.88,Euro,
10-09-2022 0.10,8014D1540,80AFDB230,29.51,Euro,29.51,Euro,
10-09-2022 0.04,8014E2DB0,80AFDB230,0.26,Euro,0.26,Euro,
10-09-2022 0.06,8014F3130,80AFDB910,5.72,Euro,5.72,Euro,
10-09-2022 0.08,8015162A0,80AFDB230,112.59,Euro,112.59,Euro,
10-09-2022 0.07,801518250,80AFDB910,37.98,Euro,37.98,Euro,
10-09-2022 0.11,8015481A0,80269F230,42.29,Euro,42.29,Euro,
10-09-2022 0.19,80154ABE0,800553380,3.24,Euro,3.24,Euro,
10-09-2022 0.25,80154D4D0,809FF0BD0,110.12,Euro,110.12,Euro,
10-09-2022 0.10,800D95600,801552BC0,742.67,Euro,742.67,Euro,
10-09-2022 0.17,8015790C0,8102CEE90,3.95,Euro,3.95,Euro,
10-09-2022 0.11,8015891E0,813181490,33.66,Euro,33.66,Euro,
10-09-2022 0.08,80158A930,813E88B70,326.81,Euro,326.81,Euro,
10-09-2022 0.12,8015A6FF0,8015BCA70,34.93,Euro,34.93,Euro,
10-09-2022 0.02,801554060,8015A9360,10069.08,Euro,10069.08,Euro,
10-09-2022 0.18,801554060,8015A9360,17844.67,Euro,17844.67,Euro,
10-09-2022 0.03,801554060,8015A9360,2110.24,Euro,2110.24,Euro,
10-09-2022 0.20,8015A9620,800061E50,103.13,Euro,103.13,Euro,
10-09-2022 0.20,8015B0CA0,80D242B70,38.01,Euro,38.01,Euro,
10-09-2022 0.24,801593A70,801FEF760,35.95,Euro,35.95,Euro,
10-09-2022 0.04,8015B49D0,80A2AB6E0,38.42,Euro,38.42,Euro,
10-09-2022 0.25,8015C6290,802CA1310,62.15,Euro,62.15,Euro,
10-09-2022 0.27,8015BD580,8007E7F30,20.65,Euro,20.65,Euro,
10-09-2022 0.22,8015BF4D0,813566EF0,1.52,Euro,1.52,Euro,
10-09-2022 0.05,8015C9EC0,8125A6BD0,139.09,Euro,139.09,Euro,
10-09-2022 0.05,8015CA9B0,80BE57870,34.51,Euro,34.51,Euro,
10-09-2022 0.23,801631450,8113F7220,5.99,Euro,5.99,Euro,
10-09-2022 0.00,801637C20,8019EBC80,103.06,Euro,103.06,Euro,
10-09-2022 0.22,8016389C0,802003A10,34.12,Euro,34.12,Euro,
10-09-2022 0.25,801677840,8016B22D0,19.11,Euro,19.11,Euro,
10-09-2022 0.22,80168C700,80AB94680,0.03,Euro,0.03,Euro,
10-09-2022 0.20,8009AAE70,8016890B0,1856.94,Euro,1856.94,Euro,
10-09-2022 0.28,8009AAE70,8016890B0,389.51,Euro,389.51,Euro,
10-09-2022 0.27,80169AD20,80C8B5630,516.1,Euro,516.1,Euro,
10-09-2022 0.08,8016AF200,812536310,41.1,Euro,41.1,Euro,
10-09-2022 0.26,8013BE870,8016B4110,944.22,Euro,944.22,Euro,
10-09-2022 0.29,8013BE870,8016B4110,2458.75,Euro,2458.75,Euro,
10-09-2022 0.22,8016C65D0,80528C720,35.85,Euro,35.85,Euro,
10-09-2022 0.03,8016C5A00,81097BCA0,8.77,Euro,8.77,Euro,
10-09-2022 0.07,800740FC0,8130ED730,44.08,Euro,44.08,Euro,
10-09-2022 0.10,800740C50,8002787E0,14.11,Euro,14.11,Euro,
10-09-2022 0.16,8016EBBD0,801F07530,24.62,Euro,24.62,Euro,
10-09-2022 0.19,8016F4AF0,80DE875E0,32.18,Euro,32.18,Euro,
10-09-2022 0.16,801709510,800559CB0,16.88,Euro,16.88,Euro,
10-09-2022 0.02,8017508B0,812322100,112.96,Euro,112.96,Euro,
10-09-2022 0.26,80174B910,8014E27E0,9.93,Euro,9.93,Euro,
10-09-2022 0.10,80174C450,807231530,32.01,Euro,32.01,Euro,
10-09-2022 0.02,8014784E0,80178BE20,892.08,Euro,892.08,Euro,
10-09-2022 0.20,80178AEA0,8014E38A0,2.37,Euro,2.37,Euro,
10-09-2022 0.03,80178EFB0,8110D2FD0,1.21,Euro,1.21,Euro,
10-09-2022 0.21,8017AB410,808562300,56.66,Euro,56.66,Euro,
10-09-2022 0.26,8017B4A50,8066FB210,29.86,Euro,29.86,Euro,
10-09-2022 0.17,8017AC2F0,810E0B0B0,36.21,Euro,36.21,Euro,
10-09-2022 0.17,8017B43E0,80848F350,7.18,Euro,7.18,Euro,
10-09-2022 0.04,8017F7750,802CC3570,2.34,Euro,2.34,Euro,
10-09-2022 0.08,80180B450,80D542850,8.55,Euro,8.55,Euro,
10-09-2022 0.13,801814F00,80B9273C0,178.37,Euro,178.37,Euro,
10-09-2022 0.20,80105E180,801820CD0,188.32,Euro,188.32,Euro,
10-09-2022 0.14,80105E180,801820CD0,120.59,Euro,120.59,Euro,
10-09-2022 0.08,80105E180,801820CD0,70.51,Euro,70.51,Euro,
10-09-2022 0.23,80181FB20,81270E260,13.35,Euro,13.35,Euro,
10-09-2022 0.03,80181FB90,8093B9800,239.22,Euro,239.22,Euro,
10-09-2022 0.10,8018214A0,812636B20,16.98,Euro,16.98,Euro,
10-09-2022 0.06,8014D74A0,801329C60,778.39,Euro,778.39,Euro,
10-09-2022 0.20,8014D74A0,801329C60,969.88,Euro,969.88,Euro,
10-09-2022 0.15,801809F20,80C5594D0,8.11,Euro,8.11,Euro,
10-09-2022 0.09,80181BFF0,800AAD9F0,0.98,Euro,0.98,Euro,
10-09-2022 0.26,801823330,802CFF840,149.82,Euro,149.82,Euro,
10-09-2022 0.21,8018286D0,802CFF840,101.33,Euro,101.33,Euro,
10-09-2022 0.05,801828770,811ACB4B0,16.96,Euro,16.96,Euro,
10-09-2022 0.22,801829A00,80C5594D0,8.19,Euro,8.19,Euro,
10-09-2022 0.21,8017FEF10,8051F8450,86.44,Euro,86.44,Euro,
10-09-2022 0.00,80183F000,809FB89E0,19.47,Euro,19.47,Euro,
10-09-2022 0.14,80184BC70,80BCC89B0,17.53,Euro,17.53,Euro,
10-09-2022 0.23,80184BDE0,801305C40,10.78,Euro,10.78,Euro,
10-09-2022 0.08,801860FC0,80120CBD0,19.47,Euro,19.47,Euro,
10-09-2022 0.22,801860520,8001B5780,17.6,Euro,17.6,Euro,
10-09-2022 0.26,80185F330,8079330C0,14.28,Euro,14.28,Euro,
10-09-2022 0.08,8013505C0,80189E7A0,1010.24,Euro,1010.24,Euro,
10-09-2022 0.22,8013505C0,80189E7A0,1272.54,Euro,1272.54,Euro,
10-09-2022 0.03,8018AB840,811047280,64.92,Euro,64.92,Euro,
10-09-2022 0.18,8018AD420,80CA7D4A0,10.4,Euro,10.4,Euro,
10-09-2022 0.10,800A3B2D0,8018B12C0,149.73,Euro,149.73,Euro,
10-09-2022 0.12,800A3B2D0,8018B12C0,481.26,Euro,481.26,Euro,
10-09-2022 0.27,1004286A8,8018B17A0,55.6,Euro,55.6,Euro,
10-09-2022 0.00,1004286A8,8018B17A0,102.45,Euro,102.45,Euro,
10-09-2022 0.14,1004286A8,8018B17A0,105.68,Euro,105.68,Euro,
10-09-2022 0.29,801301290,8018B3910,1852.14,Euro,1852.14,Euro,
10-09-2022 0.06,801301290,8018B3910,4301.4,Euro,4301.4,Euro,
10-09-2022 0.08,801301290,8018B3910,3830.51,Euro,3830.51,Euro,
10-09-2022 0.08,800ECE200,8018BBED0,1309.21,Euro,1309.21,Euro,
10-09-2022 0.23,800ECE200,8018BBED0,1041.63,Euro,1041.63,Euro,
10-09-2022 0.03,8018C00B0,80180AF60,83.19,Euro,83.19,Euro,
10-09-2022 0.25,8018CBFB0,800F856C0,188.61,Euro,188.61,Euro,
10-09-2022 0.20,8018BC6B0,80D91B750,6.58,Euro,6.58,Euro,
10-09-2022 0.14,8018BD190,80115F160,177.47,Euro,177.47,Euro,
10-09-2022 0.05,8018D2310,80D91B750,61.59,Euro,61.59,Euro,
10-09-2022 0.24,8018DB590,812E973D0,169.27,Euro,169.27,Euro,
10-09-2022 0.12,800063990,8018DC940,16224.19,Euro,16224.19,Euro,
10-09-2022 0.02,800063990,8018DC940,5048.9,Euro,5048.9,Euro,
10-09-2022 0.01,8018F68A0,800124770,14.8,Euro,14.8,Euro,
10-09-2022 0.02,8007203D0,8018F9350,36.21,Euro,36.21,Euro,
10-09-2022 0.27,8007203D0,8018F9350,144.76,Euro,144.76,Euro,
10-09-2022 0.17,8018FD150,80B9E8250,1.21,Euro,1.21,Euro,
10-09-2022 0.13,801901770,8026C1550,7.16,Euro,7.16,Euro,
10-09-2022 0.24,801906FC0,80A3BCD50,4.83,Euro,4.83,Euro,
10-09-2022 0.17,801908380,800E6CCA0,16.93,Euro,16.93,Euro,
10-09-2022 0.06,8018DA2B0,802638F80,1.37,Euro,1.37,Euro,
10-09-2022 0.02,8018EFF20,808300A20,34.46,Euro,34.46,Euro,
10-09-2022 0.05,8018F1900,8053168D0,6.74,Euro,6.74,Euro,
10-09-2022 0.05,8018F8400,807B5EB30,26.96,Euro,26.96,Euro,
10-09-2022 0.12,8018AB0F0,8030B3CF0,8.1,Euro,8.1,Euro,
10-09-2022 0.14,801912570,80BCE6410,27.24,Euro,27.24,Euro,
10-09-2022 0.27,801937380,801937380,1427.85,Brazil Real,215.8,Euro,
10-09-2022 0.27,801937380,80CE386E0,1427.85,Brazil Real,1427.85,Brazil Real,
10-09-2022 0.21,801937B00,81357A7E0,3.67,Euro,3.67,Euro,
10-09-2022 0.14,80193A3F0,800E443C0,9.63,Euro,9.63,Euro,
10-09-2022 0.14,80193DC40,812E70800,31.09,Euro,31.09,Euro,
10-09-2022 0.12,801967C10,802CF5270,21.99,Euro,21.99,Euro,
10-09-2022 0.13,8019A1A50,8020CACA0,97.62,Euro,97.62,Euro,
10-09-2022 0.28,8019CBF70,80256FC60,42.03,Euro,42.03,Euro,
10-09-2022 0.02,8019CC4C0,80B3669A0,38.16,Euro,38.16,Euro,
10-09-2022 0.06,8019CA3D0,80050D1A0,68.06,Euro,68.06,Euro,
10-09-2022 0.21,8019D0380,807A4A960,18.93,Euro,18.93,Euro,
10-09-2022 0.02,801A04460,805B02E20,3.01,Euro,3.01,Euro,
10-09-2022 0.24,801A11B40,8025FA3B0,193.83,Euro,193.83,Euro,
10-09-2022 0.22,801A28620,800AB7A90,22.75,Euro,22.75,Euro,
10-09-2022 0.20,801A3ED00,811041560,141.77,Euro,141.77,Euro,
10-09-2022 0.16,801A73790,80BCAF280,52.91,Euro,52.91,Euro,
10-09-2022 0.02,801A14080,80B609B90,13.14,Euro,13.14,Euro,
10-09-2022 0.08,801A147B0,81326A450,13.93,Euro,13.93,Euro,
10-09-2022 0.29,801AA6C50,803369940,3.93,Euro,3.93,Euro,
10-09-2022 0.18,801AA8160,807AE2460,28.57,Euro,28.57,Euro,
10-09-2022 0.19,801AC4410,800AA0190,42.42,Euro,42.42,Euro,
10-09-2022 0.18,801AC4B40,800AA0190,52.84,Euro,52.84,Euro,
10-09-2022 0.25,801ACE2C0,8144E3810,14.32,Euro,14.32,Euro,
10-09-2022 0.19,801ACE310,801E4A4C0,23.39,Euro,23.39,Euro,
10-09-2022 0.10,8014036F0,801AE6E00,577.02,Euro,577.02,Euro,
10-09-2022 0.25,8014036F0,801AE6E00,732.67,Euro,732.67,Euro,
10-09-2022 0.11,8010D1910,801AFF0A0,637.1,Euro,637.1,Euro,
10-09-2022 0.04,8010D1910,801AFF0A0,1210.9,Euro,1210.9,Euro,
10-09-2022 0.11,8010D1910,801AFF0A0,1165.4,Euro,1165.4,Euro,
10-09-2022 0.01,8010D1910,801AFF0A0,136.81,Euro,136.81,Euro,
10-09-2022 0.01,801ADF370,802C1B590,140.43,Euro,140.43,Euro,
10-09-2022 0.13,801AE1C20,805559D30,5.77,Euro,5.77,Euro,
10-09-2022 0.16,801AED470,8010C5350,159.42,Euro,159.42,Euro,
10-09-2022 0.08,801AF6050,8121BED60,116.98,Euro,116.98,Euro,
10-09-2022 0.05,801AF6640,812B2B5B0,8.02,Euro,8.02,Euro,
10-09-2022 0.10,801B0FAC0,802A8C700,411.67,Euro,411.67,Euro,
10-09-2022 0.04,801B124B0,805EBF200,4.2,Euro,4.2,Euro,
10-09-2022 0.25,801B1D250,80D2C6A90,27.48,Euro,27.48,Euro,
10-09-2022 0.02,801B33320,80E699940,82.79,Euro,82.79,Euro,
10-09-2022 0.02,801B36E40,80D035A50,13.96,Euro,13.96,Euro,
10-09-2022 0.00,801B36F30,814665F50,65.95,Euro,65.95,Euro,
10-09-2022 0.08,801B31200,80B5FDE90,552.69,Euro,552.69,Euro,
10-09-2022 0.15,801B32A70,80B971030,10.07,Euro,10.07,Euro,
10-09-2022 0.28,801B353B0,8053778A0,32.89,Euro,32.89,Euro,
10-09-2022 0.07,801B3BAA0,8007D27A0,17.71,Euro,17.71,Euro,
10-09-2022 0.27,800AAA910,801B3C630,181.57,Euro,181.57,Euro,
10-09-2022 0.24,800AAA910,801B3C630,91.39,Euro,91.39,Euro,
10-09-2022 0.17,801B3C920,80B9D8910,9.37,Euro,9.37,Euro,
10-09-2022 0.16,801B47000,813583390,36.16,Euro,36.16,Euro,
10-09-2022 0.25,801B47050,8131B67C0,5.23,Euro,5.23,Euro,
10-09-2022 0.02,801B83AF0,80AF3E250,176.95,Euro,176.95,Euro,
10-09-2022 0.01,801B84390,800060130,16.01,Euro,16.01,Euro,
10-09-2022 0.17,8016EDC20,801B94C50,386.08,Euro,386.08,Euro,
10-09-2022 0.08,8016EDC20,801B94C50,55.84,Euro,55.84,Euro,
10-09-2022 0.16,8016EDC20,801B94C50,49.52,Euro,49.52,Euro,
10-09-2022 0.10,8016EDC20,801B94C50,24.34,Euro,24.34,Euro,
10-09-2022 0.07,801B94FE0,80063FDA0,103.75,Euro,103.75,Euro,
10-09-2022 0.05,801B9EF60,803BE2470,136.6,Euro,136.6,Euro,
10-09-2022 0.18,801BA1830,81290B6A0,7.19,Euro,7.19,Euro,
10-09-2022 0.13,801B92740,8014D87C0,3.33,Euro,3.33,Euro,
10-09-2022 0.02,801B92AB0,80B9A9CF0,180.22,Euro,180.22,Euro,
10-09-2022 0.19,801B9B320,803BA5EB0,7.96,Euro,7.96,Euro,
10-09-2022 0.16,801B9E330,814845050,89.41,Euro,89.41,Euro,
10-09-2022 0.15,801BA0870,8068DAB30,3.66,Euro,3.66,Euro,
10-09-2022 0.05,801BA2D70,814161130,3.92,Euro,3.92,Euro,
10-09-2022 0.29,801BAAC80,8075E5730,9.12,Euro,9.12,Euro,
10-09-2022 0.23,801BAB760,81107D100,3.79,Euro,3.79,Euro,
10-09-2022 0.25,801BA9490,811639660,247.63,Euro,247.63,Euro,
10-09-2022 0.29,801BC0670,8015D4080,189.91,Euro,189.91,Euro,
10-09-2022 0.17,801689C90,801BC4110,297.17,Euro,297.17,Euro,
10-09-2022 0.19,801689C90,801BC4110,5.53,Euro,5.53,Euro,
10-09-2022 0.02,801B85060,80F7A06A0,106.16,Euro,106.16,Euro,
10-09-2022 0.13,800F94030,8026CE310,18.88,Euro,18.88,Euro,
10-09-2022 0.07,8014E4A90,801C00340,391.72,Euro,391.72,Euro,
10-09-2022 0.15,8014E4A90,801C00340,1307.75,Euro,1307.75,Euro,
10-09-2022 0.27,801C05730,80AF06300,209.53,Euro,209.53,Euro,
10-09-2022 0.21,800862C30,801C19E40,122.48,Euro,122.48,Euro,
10-09-2022 0.12,800862C30,801C19E40,26.88,Euro,26.88,Euro,
10-09-2022 0.10,801C00E80,81320AA80,1.94,Euro,1.94,Euro,
10-09-2022 0.14,801C17780,807C1CD20,30.38,Euro,30.38,Euro,
10-09-2022 0.00,801C215D0,81320AA80,7.52,Euro,7.52,Euro,
10-09-2022 0.06,801C63560,811F1F490,37.27,Euro,37.27,Euro,
10-09-2022 0.06,801C640A0,80BB0B830,63.0,Euro,63.0,Euro,
10-09-2022 0.28,801C66610,80BB0B830,4.02,Euro,4.02,Euro,
10-09-2022 0.21,800AADCF0,801C6AB60,1799.63,Euro,1799.63,Euro,
10-09-2022 0.16,800AADCF0,801C6AB60,561.95,Euro,561.95,Euro,
10-09-2022 0.27,801C75060,807CE59F0,35.72,Euro,35.72,Euro,
10-09-2022 0.11,801C77690,803209DF0,113.47,Euro,113.47,Euro,
10-09-2022 0.12,801C76380,81199CF80,30.59,Euro,30.59,Euro,
10-09-2022 0.00,801C7F800,805169D50,37.32,Euro,37.32,Euro,
10-09-2022 0.23,801C81DA0,8095524B0,59.67,Euro,59.67,Euro,
10-09-2022 0.01,801C82690,81199CF80,5.31,Euro,5.31,Euro,
10-09-2022 0.19,801C83050,81199CF80,8.35,Euro,8.35,Euro,
10-09-2022 0.21,801C88CA0,807AD6290,123.8,Euro,123.8,Euro,
10-09-2022 0.00,801C73260,800123970,4.32,Euro,4.32,Euro,
10-09-2022 0.29,801C889E0,810FA7350,230.39,Euro,230.39,Euro,
10-09-2022 0.17,801C89620,810FA7350,15.47,Euro,15.47,Euro,
10-09-2022 0.01,801C5D7B0,8134A8240,34.02,Euro,34.02,Euro,
10-09-2022 0.14,801C6E400,8123224E0,337.92,Euro,337.92,Euro,
10-09-2022 0.09,801C72220,80CBC8E40,131.79,Euro,131.79,Euro,
10-09-2022 0.14,801C50AF0,80FC1A0E0,100.78,Euro,100.78,Euro,
10-09-2022 0.07,801CC90A0,8010C9D20,124.63,Euro,124.63,Euro,
10-09-2022 0.05,801CC93A0,808F0D440,5.33,Euro,5.33,Euro,
10-09-2022 0.03,801CD4E40,8043379C0,107.76,Euro,107.76,Euro,
10-09-2022 0.07,801CEB3B0,80A087B90,63.5,Euro,63.5,Euro,
10-09-2022 0.02,801D30B30,80784F2D0,34.76,Euro,34.76,Euro,
10-09-2022 0.05,801D343A0,812482FC0,35.6,Euro,35.6,Euro,
10-09-2022 0.03,801D3A5F0,80C8CB8C0,30.51,Euro,30.51,Euro,
10-09-2022 0.16,801D83450,8014096B0,110.24,Euro,110.24,Euro,
10-09-2022 0.05,801D88C90,81392B6E0,84.27,Euro,84.27,Euro,
10-09-2022 0.09,801D3B8A0,8134E9250,37.49,Euro,37.49,Euro,
10-09-2022 0.29,801D56BE0,8057FD660,64.32,Euro,64.32,Euro,
10-09-2022 0.17,801D58000,8057FD660,76.37,Euro,76.37,Euro,
10-09-2022 0.01,801D5C260,8079BACF0,153.52,Euro,153.52,Euro,
10-09-2022 0.13,801D863F0,80D499390,33.79,Euro,33.79,Euro,
10-09-2022 0.08,801D8A0D0,80D49B490,27.95,Euro,27.95,Euro,
10-09-2022 0.12,801D93630,8104E7440,22.07,Euro,22.07,Euro,
10-09-2022 0.29,801D35B40,801A2A8C0,38.21,Euro,38.21,Euro,
10-09-2022 0.03,801D36D60,80BB7FEC0,144.76,Euro,144.76,Euro,
10-09-2022 0.02,801D98690,80204FA90,25.87,Euro,25.87,Euro,
10-09-2022 0.04,8010F43C0,801DD7610,1172.08,Euro,1172.08,Euro,
10-09-2022 0.18,8010F43C0,801DD7610,2062.55,Euro,2062.55,Euro,
10-09-2022 0.00,801DD2B40,8082DE060,14.05,Euro,14.05,Euro,
10-09-2022 0.21,8015A6A90,801DE2680,910.86,Euro,910.86,Euro,
10-09-2022 0.18,8015A6A90,801DE2680,1217.37,Euro,1217.37,Euro,
10-09-2022 0.11,801DE4590,8141CD420,8.24,Euro,8.24,Euro,
10-09-2022 0.05,801DE2990,802AF4090,1.26,Euro,1.26,Euro,
10-09-2022 0.15,801DE2D00,814495EF0,90.46,Euro,90.46,Euro,
10-09-2022 0.11,801DF6870,80B793270,0.78,Euro,0.78,Euro,
10-09-2022 0.15,801DF68C0,80B9701C0,219.96,Euro,219.96,Euro,
10-09-2022 0.20,801E08920,808631E40,19.36,Euro,19.36,Euro,
10-09-2022 0.01,801E0CAE0,8025FEC00,36.19,Euro,36.19,Euro,
10-09-2022 0.12,801E13B70,804EBD260,6.52,Euro,6.52,Euro,
10-09-2022 0.26,801DFB650,80AEDF070,1.02,Euro,1.02,Euro,
10-09-2022 0.21,801E01810,80B0A5E20,97.95,Euro,97.95,Euro,
10-09-2022 0.03,801E09E10,811042380,5.97,Euro,5.97,Euro,
10-09-2022 0.07,801E14230,80E4891C0,97.71,Euro,97.71,Euro,
10-09-2022 0.07,801DDB8D0,801F36B50,1.32,Euro,1.32,Euro,
10-09-2022 0.03,801DDB9E0,801F366F0,9.34,Euro,9.34,Euro,
10-09-2022 0.14,801E26C80,813232440,0.65,Euro,0.65,Euro,
10-09-2022 0.02,801E26D70,802A64D80,5.69,Euro,5.69,Euro,
10-09-2022 0.11,801E465F0,80DC9DDC0,37.86,Euro,37.86,Euro,
10-09-2022 0.27,801E5CFE0,8141E6CE0,27.02,Euro,27.02,Euro,
10-09-2022 0.28,801E60260,80E7B5440,41.32,Euro,41.32,Euro,
10-09-2022 0.03,801B29DB0,801E73AE0,2002.05,Euro,2002.05,Euro,
10-09-2022 0.04,801B29DB0,801E73AE0,1417.08,Euro,1417.08,Euro,
10-09-2022 0.04,801E82790,801FF6C40,18.45,Euro,18.45,Euro,
10-09-2022 0.17,801EB8770,8077D3540,31.05,Euro,31.05,Euro,
10-09-2022 0.00,801EBFBF0,802DDE4C0,8.19,Euro,8.19,Euro,
10-09-2022 0.07,801EC85B0,8079B3CE0,17.9,Euro,17.9,Euro,
10-09-2022 0.17,801ED6610,8023EB770,57.48,Euro,57.48,Euro,
